"","distance","time","origin","destination","origin_x","origin_y","dest_x","dest_y"
"1","268957","10675","A1307, Cambridge, Cambridgeshire CB21, UK","Unnamed Road, Oswestry, Shropshire SY10 8EL, UK",0.292235190704248,52.093120532408,-2.97490773450723,52.7645576918284
"2","730312","28735","Halden Lane, Rolvenden, Cranbrook, Kent TN17 4BJ, UK","Unnamed Road, Cumnock, East Ayrshire KA18 4QS, UK",0.639776485411909,51.0728580874738,-4.29964310331719,55.3906168648703
